instance_id,resolution_status,exit_code
django__django-15572,RESOLVED_FULL,0
django__django-15629,RESOLVED_FULL,0
django__django-15695,RESOLVED_FULL,0
django__django-15731,RESOLVED_FULL,0
django__django-15732,RESOLVED_FULL,0
django__django-15741,RESOLVED_FULL,0
django__django-15814,RESOLVED_FULL,0
django__django-15851,RESOLVED_FULL,0
django__django-15863,RESOLVED_FULL,0
django__django-15916,RESOLVED_FULL,0
django__django-15930,RESOLVED_FULL,0
django__django-15957,RESOLVED_FULL,0
django__django-15973,RESOLVED_FULL,0
django__django-15987,RESOLVED_FULL,0
django__django-16032,RESOLVED_FULL,0
django__django-16082,RESOLVED_FULL,0
django__django-16100,RESOLVED_FULL,0
django__django-16116,RESOLVED_FULL,0
django__django-16136,RESOLVED_FULL,0
django__django-16139,RESOLVED_FULL,0
django__django-16145,RESOLVED_FULL,0
django__django-16255,RESOLVED_FULL,0
django__django-16256,RESOLVED_FULL,0
django__django-16263,RESOLVED_FULL,0
django__django-16315,RESOLVED_FULL,0
django__django-16333,RESOLVED_FULL,0
django__django-16429,RESOLVED_FULL,0
django__django-16454,RESOLVED_FULL,0
django__django-16485,RESOLVED_FULL,0
django__django-16493,RESOLVED_FULL,0
django__django-16502,RESOLVED_FULL,0
django__django-16527,RESOLVED_FULL,0
django__django-16560,RESOLVED_FULL,0
django__django-16569,RESOLVED_FULL,0
django__django-16595,RESOLVED_FULL,0
django__django-16612,RESOLVED_FULL,0
django__django-16631,RESOLVED_FULL,0
django__django-16642,RESOLVED_FULL,0
django__django-16661,RESOLVED_FULL,0
django__django-16662,RESOLVED_FULL,0
django__django-16667,RESOLVED_FULL,0
django__django-16801,RESOLVED_FULL,0
django__django-16819,RESOLVED_FULL,0
django__django-16877,RESOLVED_FULL,0
django__django-16899,RESOLVED_FULL,0
django__django-16901,RESOLVED_FULL,0
django__django-16938,RESOLVED_FULL,0
django__django-16950,RESOLVED_FULL,0
django__django-17029,RESOLVED_FULL,0
django__django-17084,RESOLVED_FULL,0
django__django-17087,RESOLVED_FULL,0
django__django-7530,RESOLVED_FULL,0
django__django-9296,RESOLVED_FULL,0
matplotlib__matplotlib-13989,RESOLVED_NO,1
matplotlib__matplotlib-14623,RESOLVED_NO,1
matplotlib__matplotlib-20488,RESOLVED_NO,1
matplotlib__matplotlib-20676,RESOLVED_NO,1
matplotlib__matplotlib-20826,RESOLVED_NO,1
matplotlib__matplotlib-20859,RESOLVED_FULL,0
matplotlib__matplotlib-21568,RESOLVED_FULL,0
matplotlib__matplotlib-22719,RESOLVED_FULL,0
matplotlib__matplotlib-22865,RESOLVED_FULL,0
matplotlib__matplotlib-22871,RESOLVED_FULL,0
matplotlib__matplotlib-23299,RESOLVED_NO,1
matplotlib__matplotlib-23314,RESOLVED_FULL,0
matplotlib__matplotlib-23412,RESOLVED_FULL,0
matplotlib__matplotlib-23476,RESOLVED_FULL,0
matplotlib__matplotlib-24026,RESOLVED_FULL,0
matplotlib__matplotlib-24149,RESOLVED_FULL,0
matplotlib__matplotlib-24177,RESOLVED_FULL,0
matplotlib__matplotlib-24570,RESOLVED_FULL,0
matplotlib__matplotlib-24627,RESOLVED_FULL,0
matplotlib__matplotlib-24637,RESOLVED_FULL,0
matplotlib__matplotlib-24870,RESOLVED_FULL,0
matplotlib__matplotlib-24970,RESOLVED_NO,1
matplotlib__matplotlib-25122,RESOLVED_FULL,0
matplotlib__matplotlib-25287,RESOLVED_FULL,0
matplotlib__matplotlib-25311,RESOLVED_NO,1
matplotlib__matplotlib-25332,RESOLVED_NO,1
matplotlib__matplotlib-25479,RESOLVED_NO,1
matplotlib__matplotlib-25775,RESOLVED_FULL,0
matplotlib__matplotlib-25960,RESOLVED_FULL,0
matplotlib__matplotlib-26113,RESOLVED_FULL,0
matplotlib__matplotlib-26208,RESOLVED_FULL,0
matplotlib__matplotlib-26291,RESOLVED_FULL,0
matplotlib__matplotlib-26342,RESOLVED_NO,1
matplotlib__matplotlib-26466,RESOLVED_FULL,0
mwaskom__seaborn-3069,RESOLVED_NO,1
mwaskom__seaborn-3187,RESOLVED_FULL,0
pallets__flask-5014,RESOLVED_FULL,0
psf__requests-1142,RESOLVED_NO,1
psf__requests-1724,RESOLVED_NO,1
psf__requests-1766,RESOLVED_NO,1
psf__requests-1921,RESOLVED_NO,1
psf__requests-2317,RESOLVED_NO,1
psf__requests-2931,RESOLVED_NO,1
psf__requests-5414,RESOLVED_NO,1
psf__requests-6028,RESOLVED_NO,1
pydata__xarray-2905,RESOLVED_FULL,0
pydata__xarray-3095,RESOLVED_FULL,0
pydata__xarray-3151,RESOLVED_FULL,0
pydata__xarray-3305,RESOLVED_FULL,0
pydata__xarray-3677,RESOLVED_FULL,0
pydata__xarray-3993,RESOLVED_NO,1
pydata__xarray-4075,RESOLVED_FULL,0
pydata__xarray-4094,RESOLVED_NO,1
pydata__xarray-4356,RESOLVED_FULL,0
pydata__xarray-4629,RESOLVED_FULL,0
pydata__xarray-4687,RESOLVED_NO,1
pydata__xarray-4695,RESOLVED_NO,1
pydata__xarray-4966,RESOLVED_FULL,0
pydata__xarray-6461,RESOLVED_FULL,0
pydata__xarray-6599,RESOLVED_FULL,0
pydata__xarray-6721,RESOLVED_FULL,0
pydata__xarray-6744,RESOLVED_FULL,0
pydata__xarray-6938,RESOLVED_NO,1
pydata__xarray-6992,RESOLVED_FULL,0
pydata__xarray-7229,RESOLVED_FULL,0
pydata__xarray-7233,RESOLVED_FULL,0
pydata__xarray-7393,RESOLVED_FULL,0
pylint-dev__pylint-4551,RESOLVED_FULL,0
pylint-dev__pylint-4604,RESOLVED_FULL,0
pylint-dev__pylint-4661,RESOLVED_FULL,0
pylint-dev__pylint-4970,RESOLVED_FULL,0
pylint-dev__pylint-6386,RESOLVED_FULL,0
pylint-dev__pylint-6528,RESOLVED_NO,1
pylint-dev__pylint-6903,RESOLVED_FULL,0
pylint-dev__pylint-7080,RESOLVED_NO,1
pylint-dev__pylint-7277,RESOLVED_NO,1
pylint-dev__pylint-8898,RESOLVED_FULL,0
pytest-dev__pytest-10051,RESOLVED_FULL,0
pytest-dev__pytest-10081,RESOLVED_FULL,0
pytest-dev__pytest-10356,RESOLVED_FULL,0
pytest-dev__pytest-5262,RESOLVED_FULL,0
pytest-dev__pytest-5631,RESOLVED_FULL,0
pytest-dev__pytest-5787,RESOLVED_FULL,0
pytest-dev__pytest-5809,RESOLVED_FULL,0
pytest-dev__pytest-5840,RESOLVED_FULL,0
pytest-dev__pytest-6197,RESOLVED_FULL,0
pytest-dev__pytest-6202,RESOLVED_FULL,0
pytest-dev__pytest-7205,RESOLVED_FULL,0
pytest-dev__pytest-7236,RESOLVED_FULL,0
pytest-dev__pytest-7324,RESOLVED_FULL,0
pytest-dev__pytest-7432,RESOLVED_FULL,0
pytest-dev__pytest-7490,RESOLVED_FULL,0
pytest-dev__pytest-7521,RESOLVED_FULL,0
pytest-dev__pytest-7571,RESOLVED_FULL,0
pytest-dev__pytest-7982,RESOLVED_FULL,0
pytest-dev__pytest-8399,RESOLVED_FULL,0
scikit-learn__scikit-learn-10297,RESOLVED_FULL,0
scikit-learn__scikit-learn-10844,RESOLVED_FULL,0
scikit-learn__scikit-learn-10908,RESOLVED_FULL,0
scikit-learn__scikit-learn-11310,RESOLVED_NO,1
scikit-learn__scikit-learn-11578,RESOLVED_FULL,0
scikit-learn__scikit-learn-12585,RESOLVED_FULL,0
scikit-learn__scikit-learn-12682,RESOLVED_FULL,0
scikit-learn__scikit-learn-12973,RESOLVED_FULL,0
scikit-learn__scikit-learn-13124,RESOLVED_FULL,0
scikit-learn__scikit-learn-13135,RESOLVED_FULL,0
scikit-learn__scikit-learn-13142,RESOLVED_FULL,0
scikit-learn__scikit-learn-13328,RESOLVED_FULL,0
scikit-learn__scikit-learn-13439,RESOLVED_FULL,0
scikit-learn__scikit-learn-13496,RESOLVED_FULL,0
scikit-learn__scikit-learn-13779,RESOLVED_FULL,0
scikit-learn__scikit-learn-14053,RESOLVED_NO,1
scikit-learn__scikit-learn-14087,RESOLVED_FULL,0
scikit-learn__scikit-learn-14141,RESOLVED_FULL,0
scikit-learn__scikit-learn-14496,RESOLVED_FULL,0
scikit-learn__scikit-learn-14629,RESOLVED_FULL,0
scikit-learn__scikit-learn-14710,RESOLVED_FULL,0
scikit-learn__scikit-learn-14894,RESOLVED_FULL,0
scikit-learn__scikit-learn-14983,RESOLVED_FULL,0
scikit-learn__scikit-learn-15100,RESOLVED_FULL,0
scikit-learn__scikit-learn-25102,RESOLVED_FULL,0
scikit-learn__scikit-learn-25232,RESOLVED_FULL,0
scikit-learn__scikit-learn-25747,RESOLVED_FULL,0
scikit-learn__scikit-learn-25931,RESOLVED_FULL,0
scikit-learn__scikit-learn-25973,RESOLVED_FULL,0
scikit-learn__scikit-learn-26194,RESOLVED_FULL,0
scikit-learn__scikit-learn-26323,RESOLVED_FULL,0
scikit-learn__scikit-learn-9288,RESOLVED_FULL,0
sphinx-doc__sphinx-10323,RESOLVED_NO,1
sphinx-doc__sphinx-10435,RESOLVED_NO,1
sphinx-doc__sphinx-10449,RESOLVED_FULL,0
sphinx-doc__sphinx-10466,RESOLVED_FULL,0
sphinx-doc__sphinx-10614,RESOLVED_FULL,0
sphinx-doc__sphinx-10673,RESOLVED_FULL,0
sphinx-doc__sphinx-11445,RESOLVED_FULL,0
sphinx-doc__sphinx-11510,RESOLVED_FULL,0
sphinx-doc__sphinx-7440,RESOLVED_NO,1
sphinx-doc__sphinx-7454,RESOLVED_NO,1
sphinx-doc__sphinx-7462,RESOLVED_NO,1
sphinx-doc__sphinx-7590,RESOLVED_NO,1
sphinx-doc__sphinx-7748,RESOLVED_NO,1
sphinx-doc__sphinx-7757,RESOLVED_NO,1
sphinx-doc__sphinx-7889,RESOLVED_NO,1
sphinx-doc__sphinx-7910,RESOLVED_NO,1
sphinx-doc__sphinx-7985,RESOLVED_NO,1
sphinx-doc__sphinx-8035,RESOLVED_NO,1
sphinx-doc__sphinx-8056,RESOLVED_NO,1
sphinx-doc__sphinx-8120,RESOLVED_NO,1
sphinx-doc__sphinx-8265,RESOLVED_FULL,0
sphinx-doc__sphinx-8269,RESOLVED_NO,1
sphinx-doc__sphinx-8459,RESOLVED_NO,1
sphinx-doc__sphinx-8475,RESOLVED_NO,1
sphinx-doc__sphinx-8548,RESOLVED_NO,1
sphinx-doc__sphinx-8551,RESOLVED_NO,1
sphinx-doc__sphinx-8593,RESOLVED_FULL,0
sphinx-doc__sphinx-8595,RESOLVED_FULL,0
sphinx-doc__sphinx-8621,RESOLVED_NO,1
sphinx-doc__sphinx-8638,RESOLVED_NO,1
sphinx-doc__sphinx-8721,RESOLVED_NO,1
sphinx-doc__sphinx-9229,RESOLVED_FULL,0
sphinx-doc__sphinx-9230,RESOLVED_FULL,0
sphinx-doc__sphinx-9258,RESOLVED_FULL,0
sphinx-doc__sphinx-9281,RESOLVED_FULL,0
sphinx-doc__sphinx-9320,RESOLVED_FULL,0
sphinx-doc__sphinx-9367,RESOLVED_FULL,0
sphinx-doc__sphinx-9461,RESOLVED_FULL,0
sphinx-doc__sphinx-9591,RESOLVED_FULL,0
sphinx-doc__sphinx-9602,RESOLVED_FULL,0
sphinx-doc__sphinx-9658,RESOLVED_FULL,0
sphinx-doc__sphinx-9673,RESOLVED_FULL,0
sphinx-doc__sphinx-9698,RESOLVED_FULL,0
sphinx-doc__sphinx-9711,RESOLVED_FULL,0
sympy__sympy-11618,RESOLVED_NO,1
sympy__sympy-12096,RESOLVED_NO,1
sympy__sympy-12419,RESOLVED_FULL,0
sympy__sympy-12481,RESOLVED_FULL,0
sympy__sympy-12489,RESOLVED_FULL,0
sympy__sympy-13031,RESOLVED_FULL,0
sympy__sympy-13091,RESOLVED_NO,1
sympy__sympy-13372,RESOLVED_FULL,0
sympy__sympy-13480,RESOLVED_FULL,0
sympy__sympy-13551,RESOLVED_FULL,0
sympy__sympy-13615,RESOLVED_FULL,0
sympy__sympy-13647,RESOLVED_NO,1
sympy__sympy-13757,RESOLVED_NO,1
sympy__sympy-13798,RESOLVED_NO,1
sympy__sympy-13852,RESOLVED_NO,1
sympy__sympy-13877,RESOLVED_NO,1
sympy__sympy-13878,RESOLVED_NO,1
sympy__sympy-13974,RESOLVED_NO,1
sympy__sympy-14248,RESOLVED_NO,1
sympy__sympy-14531,RESOLVED_FULL,0
sympy__sympy-14711,RESOLVED_FULL,0
sympy__sympy-14976,RESOLVED_FULL,0
sympy__sympy-15017,RESOLVED_FULL,0
sympy__sympy-15345,RESOLVED_FULL,0
sympy__sympy-15349,RESOLVED_FULL,0
sympy__sympy-15599,RESOLVED_FULL,0
sympy__sympy-15809,RESOLVED_FULL,0
sympy__sympy-15875,RESOLVED_FULL,0
sympy__sympy-15976,RESOLVED_FULL,0
sympy__sympy-16450,RESOLVED_FULL,0
sympy__sympy-16597,RESOLVED_FULL,0
sympy__sympy-16766,RESOLVED_FULL,0
sympy__sympy-16792,RESOLVED_FULL,0
sympy__sympy-16886,RESOLVED_FULL,0
sympy__sympy-17139,RESOLVED_FULL,0
sympy__sympy-17318,RESOLVED_FULL,0
sympy__sympy-17630,RESOLVED_FULL,0
sympy__sympy-17655,RESOLVED_FULL,0
sympy__sympy-18189,RESOLVED_FULL,0
sympy__sympy-18199,RESOLVED_NO,1
sympy__sympy-18211,RESOLVED_FULL,0
sympy__sympy-18698,RESOLVED_FULL,0
sympy__sympy-18763,RESOLVED_NO,1
sympy__sympy-19040,RESOLVED_FULL,0
sympy__sympy-19346,RESOLVED_NO,1
sympy__sympy-19495,RESOLVED_FULL,0
sympy__sympy-19637,RESOLVED_NO,1
sympy__sympy-19783,RESOLVED_FULL,0
sympy__sympy-19954,RESOLVED_FULL,0
sympy__sympy-20154,RESOLVED_FULL,0
sympy__sympy-20428,RESOLVED_FULL,0
sympy__sympy-20438,RESOLVED_FULL,0
sympy__sympy-20590,RESOLVED_FULL,0
sympy__sympy-20801,RESOLVED_FULL,0
sympy__sympy-20916,RESOLVED_FULL,0
sympy__sympy-21379,RESOLVED_FULL,0
sympy__sympy-21596,RESOLVED_FULL,0
sympy__sympy-21612,RESOLVED_FULL,0
sympy__sympy-21847,RESOLVED_FULL,0
sympy__sympy-21930,RESOLVED_FULL,0
sympy__sympy-22080,RESOLVED_FULL,0
sympy__sympy-22456,RESOLVED_FULL,0
sympy__sympy-22714,RESOLVED_FULL,0
sympy__sympy-22914,RESOLVED_FULL,0
sympy__sympy-23262,RESOLVED_FULL,0
sympy__sympy-23413,RESOLVED_FULL,0
sympy__sympy-23534,RESOLVED_FULL,0
sympy__sympy-23824,RESOLVED_FULL,0
sympy__sympy-23950,RESOLVED_FULL,0
sympy__sympy-24066,RESOLVED_FULL,0
sympy__sympy-24213,RESOLVED_FULL,0
sympy__sympy-24443,RESOLVED_FULL,0
sympy__sympy-24539,RESOLVED_FULL,0
sympy__sympy-24562,RESOLVED_FULL,0
sympy__sympy-24661,RESOLVED_FULL,0
